distance,consume,speed,temp_inside,temp_outside,gas_type,ac,rain,sun,consumtion_per_km,price_per_km
15.4,5.1,21,22.0,24,E10,0,0,0,0.7853999999999999,1.0838519999999998
18.4,4.2,59,22.0,24,E10,0,0,0,0.7728,1.066464
39.5,4.2,58,22.0,25,E10,0,0,0,1.659,2.28942
21.5,4.8,47,25.0,27,E10,1,0,1,1.032,1.4241599999999999
4.8,4.7,26,25.0,18,E10,0,0,0,0.2256,0.311328
100.9,4.7,87,23.5,22,E10,0,0,0,4.7423,6.5443739999999995
129.7,4.6,58,24.0,21,E10,0,0,0,5.966199999999999,8.233355999999997
16.6,3.8,43,21.5,16,E10,0,0,0,0.6308,0.870504
15.4,4.2,50,21.5,21,E10,0,0,0,0.6468,0.8925839999999999
16.0,3.7,45,22.0,17,E10,0,0,0,0.5920000000000001,0.81696
16.0,4.2,41,22.0,15,E10,0,0,0,0.672,0.92736
15.4,4.1,45,22.0,24,E10,0,0,0,0.6314,0.8713319999999999
16.0,4.0,43,22.0,16,E10,0,0,0,0.64,0.8832
21.0,3.8,37,22.0,21,E10,0,0,0,0.7979999999999999,1.1012399999999998
15.4,3.8,47,22.0,24,E10,0,0,0,0.5851999999999999,0.8075759999999998
16.0,3.8,42,22.0,17,E10,0,0,0,0.608,0.8390399999999999
16.1,5.1,30,25.0,16,E10,1,1,0,0.8210999999999999,1.1331179999999998
16.0,4.0,42,22.0,15,E10,0,0,0,0.64,0.8832
15.4,4.8,40,22.0,18,E10,0,0,0,0.7392,1.020096
17.2,3.9,35,22.0,16,E10,0,0,0,0.6708,0.9257039999999999
16.6,4.6,50,22.0,25,E10,0,0,0,0.7636,1.0537679999999998
18.3,4.3,46,22.0,16,SP98,0,0,0,0.7868999999999999,1.148874
16.1,4.8,36,22.0,18,SP98,0,1,0,0.7728,1.128288
16.0,4.1,46,22.0,17,SP98,0,0,0,0.6559999999999999,0.9577599999999998
16.3,4.0,35,22.0,23,SP98,0,0,0,0.652,0.95192
16.0,3.7,44,22.0,16,SP98,0,0,0,0.5920000000000001,0.8643200000000001
18.3,4.3,46,22.0,23,SP98,0,0,0,0.7868999999999999,1.148874
4.5,5.2,23,22.0,23,SP98,0,0,1,0.234,0.34164
17.0,4.2,48,22.0,16,SP98,0,0,0,0.7140000000000001,1.04244
6.1,5.0,35,24.5,18,SP98,0,0,0,0.305,0.4453
6.1,5.0,33,22.0,24,SP98,0,0,1,0.305,0.4453
17.3,4.2,36,22.0,22,SP98,0,0,0,0.7266000000000001,1.0608360000000001
6.0,4.8,27,22.0,17,SP98,0,0,0,0.288,0.42047999999999996
16.0,4.1,45,22.0,15,SP98,0,0,0,0.6559999999999999,0.9577599999999998
15.4,4.9,55,22.0,18,SP98,0,0,0,0.7546,1.1017160000000001
15.4,4.3,39,22.0,23,SP98,0,0,0,0.6622,0.966812
16.0,3.9,35,22.0,18,SP98,0,0,0,0.624,0.91104
15.4,4.5,52,22.0,26,SP98,0,0,0,0.693,1.01178
16.6,4.1,48,25.5,30,SP98,1,0,1,0.6806,0.993676
15.4,5.0,48,25.5,31,SP98,1,0,0,0.77,1.1242
16.0,4.0,43,22.0,21,SP98,1,0,0,0.64,0.9344
15.4,4.5,42,22.0,30,SP98,0,0,0,0.693,1.01178
16.0,3.6,43,22.0,19,SP98,0,0,0,0.5760000000000001,0.84096
20.9,4.1,33,22.0,21,SP98,0,0,0,0.8568999999999999,1.2510739999999998
32.1,3.9,47,22.0,26,SP98,0,0,0,1.2519,1.827774
15.3,6.6,16,24.0,27,SP98,1,0,0,1.0098,1.474308
28.5,4.0,44,25.0,23,SP98,1,0,0,1.14,1.6643999999999999
11.9,3.7,33,25.0,19,SP98,0,0,0,0.4403,0.642838
14.5,4.3,36,25.0,22,SP98,0,0,0,0.6234999999999999,0.9103099999999998
16.6,4.1,49,22.0,26,SP98,0,0,1,0.6806,0.993676
16.2,4.4,39,24.5,17,SP98,1,0,0,0.7128,1.040688
16.7,3.8,44,24.5,23,SP98,0,0,1,0.6345999999999999,0.9265159999999999
8.3,5.0,52,24.5,27,SP98,0,0,0,0.415,0.6059
5.5,3.7,33,24.5,28,SP98,0,0,1,0.20350000000000001,0.29711000000000004
13.6,3.7,33,24.5,28,SP98,0,0,1,0.5032,0.734672
16.0,3.7,39,24.5,18,SP98,0,0,0,0.5920000000000001,0.8643200000000001
16.1,4.3,38,25.0,31,SP98,1,0,0,0.6923,1.010758
16.0,3.8,45,25.0,19,SP98,0,0,0,0.608,0.8876799999999999
15.4,4.6,42,25.0,31,SP98,1,0,0,0.7083999999999999,1.0342639999999999
14.7,5.0,25,25.0,30,SP98,1,0,0,0.735,1.0731
